MONTH,STORECODE,DAY,BILL_ID,BILL_AMT,QTY,VALUE,PRICE,GRP,SGRP,SSGRP,CMP,MBRD,BRD
M3,N7,5,T5379,14,2,10,5,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M3,N7,5,T5379,14,2,4,2,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M3,N7,5,T5380,16.75,1,11.75,11.75,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M3,N7,5,T5380,16.75,1,5,5,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M3,N7,5,T5383,44,4,44,11,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,INDO NISSIN,TOP RAMEN,TOP RAMEN
M3,N7,5,T5384,42.5,1,22.5,22.5,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M3,N7,5,T5384,42.5,2,20,10,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,LITTLE HEARTS,LITTLE HEARTS
M3,N7,5,T5387,49,2,19,9.5,BISCUITS - CORE & NON CORE,CREAM,CREAM,LOTTE INDIA CORPORATION LTD,LOTTE,LOTTE CHOCOPIE
M3,N7,5,T5387,49,1,30,30,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,OREO VANILLA
M3,N7,5,T5392,38.75,1,38.75,38.75,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,VITA MARIE GOLD
M3,N7,5,T5397,70.5,1,25.5,25.5,SPICES (03/04),PURE,KASMIRI CHILLY-PURE SPICES,S NARENDRA KUMAR,EVEREST,EVEREST
M3,N7,5,T5397,70.5,1,45,45,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KUMAR FOODS,HILLERS,HILLERS
M3,N7,5,T5401,90,1,90,90,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,GHODAWAT FOODS,STAR,STAR
M3,N7,5,T5402,8,1,8,8,ANTACIDS,POWDERS,POWDERS,GLAXO SMITHKLINE,ENO,ENO FRUIT SALT
M3,N7,5,T5403,102,2,102,51,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M3,N7,5,T5404,9.75,1,9.75,9.75,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M3,N7,5,T5405,43,1,43,43,BREAKFAST CEREALS,HOT CEREALS,OATS,MARICO INDS,SAFFOLA,SAFFOLA
M3,N7,5,T5408,29,1,9.5,9.5,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M3,N7,5,T5408,29,2,19.5,9.75,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M3,N7,5,T5410,10,1,10,10,SPICES (03/04),BLENDED,CHICKEN MASALA-NON VEG MASALA,S NARENDRA KUMAR,EVEREST,EVEREST
M3,N7,5,T5412,269.5,1,37.5,37.5,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M3,N7,5,T5412,269.5,1,102,102,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,ADANI WILMAR,FORTUNE,FORTUNE
M3,N7,5,T5412,269.5,1,130,130,PACKAGED RICE (1/95),BASMATI RICE,BASMATI RICE,ADANI WILMAR,FORTUNE,FORTUNE BIRYANI SPECIAL
M3,N7,5,T5414,22,1,22,22,PACKAGED ATTA (1/95),SOOJI,SOOJI,SHRI BHAGAWATI FOODS,UTTAM,UTTAM
M3,N7,5,T5415,33.5,1,5,5,CHOCOLATE,SUGAR PANNED,SUGAR PANNED,MONDELEZ INTERNATIONAL,GEMS,GEMS
M3,N7,5,T5415,33.5,3,28.5,9.5,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M3,N7,5,T5416,102,1,22,22,PACKAGED ATTA (1/95),SOOJI,SOOJI,SHREE BHAGWATI FLOUR,UTTAM,UTTAM
M3,N7,5,T5416,102,1,80,80,READY TO EAT,DESSERT MIXES,TRADITIONAL,GITS FOOD PRODS,GITS,GITS
M3,N7,5,T5418,29,1,22,22,PACKAGED ATTA (1/95),SOOJI,SOOJI,SHREE BHAGWATI FLOUR,UTTAM,UTTAM
M3,N7,5,T5418,29,1,3,3,SHAMPOO - BY SEGMENTS,SACHETS,SACHETS,L'OREAL INDIA,L'OREAL,L'OREAL PARIS
M3,N7,5,T5418,29,1,4,4,HAIR CONDITIONERS,HAIR CONDITIONERS,HAIR CONDITIONERS,L'OREAL INDIA,L'OREAL PARIS,L'OREAL PARIS
M3,N7,5,T5421,56,1,34,34,VERMICELLI & NOODLE,VERMICILLI,VERMICILLI,PRAYAG FOODS,MOM'S CHOICE,MOM'S CHOICE
M3,N7,5,T5421,56,1,22,22,PACKAGED ATTA (1/95),SOOJI,SOOJI,SHRI BHAGAWATI FOODS,UTTAM,UTTAM
M3,N7,5,T5424,2,1,2,2,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M3,N7,5,T5425,23.5,4,4,1,SHAMPOO - BY SEGMENTS,SACHETS,SACHETS,HINDUSTAN UNILEVER LIMITED,CLINIC PLUS,CLINIC PLUS
M3,N7,5,T5425,23.5,1,9.75,9.75,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M3,N7,5,T5425,23.5,1,9.75,9.75,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
M3,N7,8,T5590,10,1,10,10,SALTY SNACKS (2/97),MIX/CHIVRA/CHANACHUR,MIX/CHIVRA/CHANACHUR,CHEDDA SPECIALITY FOODS LTD,CHEDDA,CHEDDA
M3,N7,8,T5593,20,1,20,20,HAIR OILS PKTP(8/02),RIGID,NSHO,BAJAJ CORP LTD.,BAJAJ AMLA,BAJAJ AMLA
M3,N7,8,T5594,9.75,1,9.75,9.75,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M3,N7,8,T5596,20,2,20,10,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
M3,N7,8,T5597,63.5,1,30,30,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,OREO CHOCOLATE
M3,N7,8,T5597,63.5,2,23.5,11.75,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M3,N7,8,T5597,63.5,1,10,10,SALTY SNACKS (2/97),EXTRUDED SNACKS,EXTRUDED SNACKS,I T C,BINGO,BINGO STARTERS
M3,N7,8,T5598,20,1,20,20,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M3,N7,8,T5599,40,2,40,20,VERMICELLI & NOODLE,NOODLES,NOODLES,PRAYAG FOODS,MOM'S CHOICE,MOM'S CHOICE
M3,N7,8,T5600,70.5,1,10,10,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M3,N7,8,T5600,70.5,2,10,5,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,BRITANNIA INDS,TIGER,TIGER GLUCOSE
M3,N7,8,T5600,70.5,1,22,22,PACKAGED ATTA (1/95),SOOJI,SOOJI,SHRI BHAGAWATI FOODS,UTTAM,UTTAM
M3,N7,8,T5600,70.5,1,18.75,18.75,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M3,N7,8,T5600,70.5,1,9.75,9.75,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM EXTRA ANTI SMELL BAR
M3,N7,8,T5602,160,2,160,80,READY TO EAT,DESSERT MIXES,TRADITIONAL,GITS FOOD PRODS,GITS,GITS
M3,N7,8,T5603,19.75,1,9.75,9.75,SPICES (03/04),BLENDED,FRIED RICE MASALA,CAPITAL FOODS,CHING'S SECRET,CHING'S SECRET
M3,N7,8,T5603,19.75,1,10,10,SPICES (03/04),BLENDED,MANCHURIAN MASALA,CAPITAL FOODS,CHING'S SECRET,CHING'S SECRET
M3,N7,8,T5604,60,4,20,5,CHOCOLATE,COUNT,COUNT,MONDELEZ INTERNATIONAL,5 STAR,5 STAR
M3,N7,8,T5604,60,2,40,20,PACKAGED ATTA (1/95),MAIDA,MAIDA,SHRI BHAGAWATI FOODS,UTTAM,UTTAM
M3,N7,8,T5607,29.5,1,20,20,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
M3,N7,8,T5607,29.5,1,9.5,9.5,SPICES (03/04),BLENDED,CHICKEN MASALA-NON VEG MASALA,S NARENDRA KUMAR,EVEREST,EVEREST
M3,N7,8,T5609,20,1,20,20,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
M3,N7,8,T5612,110,1,110,110,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PATANJALI AYURVED LTD,PATANJALI,PATANJALI
M3,N7,8,T5615,42,1,42,42,PACKAGED ATTA (1/95),SOOJI,SOOJI,SHREE BHAGWATI FLOUR,UTTAM,UTTAM
M3,N7,8,T5616,82,1,28.5,28.5,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST DARK FANTASY,SUNFEAST DARK FANTSY CHOCOFILS
M3,N7,8,T5616,82,1,20,20,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M3,N7,8,T5616,82,1,9.5,9.5,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
M3,N7,8,T5616,82,1,24,24,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NICE TIME,NICE TIME
M3,N7,8,T5618,19.5,2,19.5,9.75,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL EASY WASH
M3,N7,8,T5619,111,1,40,40,READY TO EAT,READY TO COOK CURRY PASTES/POW,READY TO COOK CURRY PASTES/POW,PRAVIN MASALEWALE,SUHANA,SUHANA
M3,N7,8,T5619,111,1,34,34,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M3,N7,8,T5619,111,1,27,27,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M3,N7,8,T5619,111,1,10,10,SPICES (03/04),BLENDED,PANEER CHILLY,CAPITAL FOODS,CHING'S SECRET,CHING'S SECRET
M3,N7,8,T5623,20,1,20,20,PACKAGED ATTA (1/95),MAIDA,MAIDA,SANGHVI FOODS PVT LTD,SILVER COIN,SILVER COIN
M3,N7,8,T5625,115,1,90,90,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE ACTIVE SALT,COLGATE ACTIVE SALT EXCL HW
M3,N7,8,T5625,115,1,5,5,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M3,N7,8,T5625,115,2,20,10,PACKAGED ATTA (1/95),SOOJI,SOOJI,SHRI BHAGAWATI FOODS,UTTAM,UTTAM
M3,N7,8,T5626,212,2,212,106,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,CARGILL FOODS,GEMINI,GEMINI
M3,N7,8,T5635,50,1,5,5,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M3,N7,8,T5635,50,1,45,45,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KUMAR FOODS,HILLERS,HILLERS
M3,N7,8,T5638,57.5,2,57.5,28.75,BISCUITS - CORE & NON CORE,MILK,MILK,PATANJALI BISCUITS PVT LTD,PATANJALI,PATANJALI DOODH BISCUITS
M3,N7,8,T5639,120,4,120,30,TOILET SOAPS (04/00),POPULAR,POPULAR,JYOTHY LABORATORIES,MARGO,MARGO ORIGINAL
M3,N7,9,T5640,37,1,37,37,HAIR DYES     (1/76),HAIR DYES     (1/76),HAIR DYES     (1/76),L'OREAL INDIA,GARNIER,BLACK NATURALS
M3,N7,9,T5641,167,100,43,0.43,CONFECTIONERY - TOFFEE/HBC,HARD B  CANDIES,HARD B  CANDIES,PARLE PRODS,PARLE MANGO BITE,MANGO BITE
M3,N7,9,T5641,167,1,5,5,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HAPPY HAPPY,HAPPY HAPPY
M3,N7,9,T5641,167,1,119,119,REFINED EDIBLE OILS-ALL PACKS,RICE BRAN,RICE BRAN,ADANI WILMAR,FORTUNE,FORTUNE
M3,N7,9,T5642,9.75,1,9.75,9.75,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M3,N7,9,T5644,106,1,106,106,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,CARGILL FOODS,GEMINI,GEMINI
M3,N7,9,T5645,37.5,1,37.5,37.5,BATTERIES,NON-ALKALINE,D-SIZE,EVEREADY INDS,EVEREADY,EVEREADY 1050
M3,N7,9,T5647,29.5,1,10,10,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL QUICK WASH
M3,N7,9,T5647,29.5,2,19.5,9.75,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,ARIEL,ARIEL COMPLETE
M3,N7,9,T5649,39.5,1,10,10,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
M3,N7,9,T5649,39.5,1,9.5,9.5,TOILET SOAPS (04/00),MASS,MASS,HINDUSTAN UNILEVER LIMITED,LIFEBUOY,LIFEBUOY CARE
M3,N7,9,T5649,39.5,1,10,10,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
M3,N7,9,T5649,39.5,1,10,10,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M3,N7,9,T5650,83.5,1,19.5,19.5,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,VITA MARIE GOLD
M3,N7,9,T5650,83.5,1,34,34,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M3,N7,9,T5650,83.5,1,30,30,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE MILANO,MILANO
M3,N7,9,T5651,19.5,1,9.5,9.5,SALTY SNACKS (2/97),MIX/CHIVRA/CHANACHUR,MIX/CHIVRA/CHANACHUR,HALDIRAM,HALDIRAM,HALDIRAM PHALHARI CHIWDA
M3,N7,9,T5651,19.5,1,10,10,SALTY SNACKS (2/97),BANANA CHIPS/LACHA/OTHERS,BANANA CHIPS/LACHA/OTHERS,HALDIRAM,HALDIRAM,HALDIRAM BOONDI
M3,N7,9,T5653,180,1,180,180,SKIN CREAMS,OTHER FACE CREAMS,OTHER FACE CREAMS,VLCC PERSONAL CARE LTD,VLCC,VLCC FACE SCRUBS
M3,N7,9,T5654,34,1,34,34,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
M3,N7,9,T5657,54,3,30,10,SPICES (03/04),BLENDED,PANEER CHILLY,CAPITAL FOODS,CHING'S SECRET,CHING'S SECRET
M3,N7,9,T5657,54,3,24,8,ANTACIDS,POWDERS,POWDERS,GLAXO SMITHKLINE,ENO,ENO FRUIT SALT
M3,N7,9,T5663,193.75,1,29,29,SPICES (03/04),PURE,CHILLY POWDER-PURE SPICES,S NARENDRA KUMAR,EVEREST,EVEREST
M3,N7,9,T5663,193.75,1,20,20,CLEANERS - UTENSIL,SPECIALIZED,POWDERS,PITAMBARI PRODS,PITAMBARI,PITAMBARI
M3,N7,9,T5663,193.75,2,33,16.5,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M3,N7,9,T5663,193.75,1,102,102,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,ADANI WILMAR,FORTUNE,FORTUNE
M3,N7,9,T5663,193.75,1,9.75,9.75,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M3,N7,9,T5668,5,1,5,5,SALTY SNACKS (2/97),EXTRUDED SNACKS,EXTRUDED SNACKS,VENKATARAMAN FOOD PROD,PIKNIK,PIKNIK
M3,N7,9,T5671,154,1,28,28,TOOTH BRUSH   (7/93),MANUAL,MANUAL,PROCTER & GAMBLE,ORAL-B,CAVITY DEFENSE BLACK
M3,N7,9,T5671,154,1,102,102,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,ADANI WILMAR,FORTUNE,FORTUNE
M3,N7,9,T5671,154,1,24,24,PACKAGED ATTA (1/95),SOOJI,SOOJI,PARAKH AGRO IND,SAMRAT,SAMRAT
M3,N7,9,T5675,126,1,106,106,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,CARGILL FOODS,GEMINI,GEMINI
M3,N7,9,T5675,126,2,20,10,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M3,N7,9,T5677,60,1,60,60,SPICES (03/04),PURE,ASOFOETIDA/HING-PURE MASALA,RM KANANI,LAXMI,LAXMI
M3,N7,9,T5678,10,1,10,10,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
M3,N7,9,T5682,5,1,5,5,CONFECTIONERY - TOTAL GUM,CHEWING GUMS,CHEWING GUMS,WRIGLEY INDIA,WRIGLEY,WRIGLEY'S DOUBLMINT
M3,N7,9,T5686,126,1,106,106,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,CARGILL FOODS,GEMINI,GEMINI
M3,N7,9,T5686,126,2,20,10,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
M3,N7,9,T5687,50,10,50,5,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M3,N7,9,T5688,10,1,10,10,SALTY SNACKS (2/97),MIX/CHIVRA/CHANACHUR,MIX/CHIVRA/CHANACHUR,CHEDDA SPECIALITY FOODS LTD,CHEDDA,CHEDDA
M3,N7,9,T5690,34,1,34,34,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M3,N7,9,T5691,52.5,1,52.5,52.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,MAHILA GRIHA UDYOG,SASA,SASA LIQUID DETERGENT
M3,N7,9,T5694,100,1,60,60,HAIR CONDITIONERS,HAIR CONDITIONERS,HAIR CONDITIONERS,PATANJALI AYURVED LTD,PATANJALI,PATANJALI
M3,N7,9,T5694,100,2,40,20,PACKAGED ATTA (1/95),MAIDA,MAIDA,SHRI BHAGAWATI FOODS,UTTAM,UTTAM
M3,N7,9,T5695,227.6,5,100,20,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,LUX,LUX PINK
M3,N7,9,T5695,227.6,4,61,15.25,TOILET SOAPS (04/00),PREMIUM,PREMIUM,GODREJ CONSUMER PRODS,GODREJ NO 1,GODREJ NO 1 ALOEVERA & WHT LIL
M3,N7,9,T5695,227.6,1,36.6,36.6,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,RIN,RIN
M3,N7,9,T5695,227.6,1,30,30,TOILET SOAPS (04/00),POPULAR,POPULAR,JYOTHY LABORATORIES,MARGO,MARGO ORIGINAL
M3,N7,9,T5698,125.5,2,19.5,9.75,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M3,N7,9,T5698,125.5,1,106,106,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,CARGILL FOODS,GEMINI,GEMINI
M3,N7,9,T5699,48.75,1,18.75,18.75,AGARBATTI & DHOOPBATTI,AGARBATTI,AGARBATTI,N RANGA RAO & SONS,CYCLE,CYCLE 3 IN 1
M3,N7,9,T5699,48.75,2,10,5,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M3,N7,9,T5699,48.75,2,20,10,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G GOLD,PARLE-G GOLD
M3,N7,9,T5700,10,2,10,5,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M3,N7,9,T5701,230,1,210,210,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,G C M M F,AMUL,AMUL
M3,N7,9,T5701,230,2,20,10,SPICES (03/04),BLENDED,NOODLES MASALA,CAPITAL FOODS,CHING'S SECRET,CHING'S SECRET
M3,N7,9,T5704,5,1,5,5,SALTY SNACKS (2/97),GATHIA/PAPRI/RIBLON,GATHIA/PAPRI/RIBLON,PRATAAP SNACKS PVT LTD,YELLOW DIAMOND,YELLOW DIAMOND CHULBULE
M3,N7,9,T5705,29,1,10,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,MONDELEZ INTERNATIONAL,BOURNVITA,BOURNVITA BANANA & OATS
M3,N7,9,T5705,29,1,19,19,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M3,N7,9,T5708,23.5,1,23.5,23.5,VERMICELLI & NOODLE,VERMICILLI,VERMICILLI,BAMBINO AGRO INDS,BAMBINO,BAMBINO
M3,N7,9,T5709,45,1,45,45,SPICES (03/04),PURE,CHILLY POWDER-PURE SPICES,TATA CHEM,TATA I-SHAKTI,TATA I-SHAKTI
M3,N7,9,T5711,19.5,2,19.5,9.75,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M3,N7,9,T5716,10,1,10,10,READY TO EAT,READY TO COOK CURRY PASTES/POW,READY TO COOK CURRY PASTES/POW,CAPITAL FOODS,SMITH & JONES,SMITH & JONES
M3,N7,9,T5719,45,1,45,45,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M3,N7,9,T5721,121.75,1,24,24,VERMICELLI & NOODLE,PASTA,PASTA,I T C,SUNFEAST,SUNFEAST YIPPEE TRICOLOR
M3,N7,9,T5721,121.75,1,35,35,CLEANERS - TOILET,LIQUIDS,LIQUIDS,RECKITT BENCKISER,HARPIC POWER,HARPIC POWER PLUS
M3,N7,9,T5721,121.75,1,33,33,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,SUNNY HOME CARE PVT LTD,SUNNY,SUNNY
M3,N7,9,T5721,121.75,1,9.75,9.75,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M3,N7,9,T5721,121.75,2,20,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,OREO CHOCOLATE
M3,N7,9,T5722,50.75,1,28.75,28.75,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M3,N7,9,T5722,50.75,1,22,22,PACKAGED ATTA (1/95),SOOJI,SOOJI,SHREE BHAGWATI FLOUR,UTTAM,UTTAM
M3,N7,9,T5725,169,1,20,20,TALCUM POWDERS,TALCUM POWDERS,TALCUM POWDERS,HINDUSTAN UNILEVER LIMITED,POND'S,POND'S STARLIGHT
M3,N7,9,T5725,169,2,110,55,ALL AIR FRESHNERS(01/03),GEL,GEL,GODREJ CONSUMER PRODS,GODREJ,AER POCKET
M3,N7,9,T5725,169,2,19.5,9.75,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M3,N7,9,T5725,169,2,19.5,9.75,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M3,N7,9,T5728,5,1,5,5,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M3,N7,9,T5730,5,1,5,5,CHOCOLATE,SUGAR PANNED,SUGAR PANNED,MONDELEZ INTERNATIONAL,GEMS,GEMS
M3,N7,9,T5731,10,1,10,10,SALTY SNACKS (2/97),MIX/CHIVRA/CHANACHUR,MIX/CHIVRA/CHANACHUR,HALDIRAM,HALDIRAM,HALDIRAM
M3,N7,9,T5742,90,1,10,10,SALTY SNACKS (2/97),MIX/CHIVRA/CHANACHUR,MIX/CHIVRA/CHANACHUR,HALDIRAM,HALDIRAM,HALDIRAM PHALHARI CHIWDA
M3,N7,9,T5742,90,1,10,10,SALTY SNACKS (2/97),BANANA CHIPS/LACHA/OTHERS,BANANA CHIPS/LACHA/OTHERS,CHHEDA SPECIALITIES FOODS PVT,CHHEDAS,CHHEDAS
M3,N7,9,T5742,90,2,10,5,SALTY SNACKS (2/97),NUTS,NUTS,HALDIRAM,HALDIRAM,HALDIRAM SALTED PEANUTS
M3,N7,9,T5742,90,1,60,60,TWIN BLADES,TWIN BLADES-SYSTEMS,TWIN BLADES-SYSTEMS,PROCTER & GAMBLE,GILLETTE,SIMPLY VENUS
